주상병코드,주상병명,진료년도,시도,시군구,연령,진료인원(명)
F51,비기질성수면장애,2021년,전라남도,장흥군,10대,
F51,비기질성수면장애,2021년,전라남도,장흥군,20대,6
F51,비기질성수면장애,2021년,전라남도,장흥군,30대,21
F51,비기질성수면장애,2021년,전라남도,장흥군,40대,31
F51,비기질성수면장애,2021년,전라남도,장흥군,50대,44
F51,비기질성수면장애,2021년,전라남도,장흥군,60대,77
F51,비기질성수면장애,2021년,전라남도,장흥군,70대,80
F51,비기질성수면장애,2021년,전라남도,장흥군,80대 이상,63
F51,비기질성수면장애,2021년,전라남도,강진군,10대 미만,
F51,비기질성수면장애,2021년,전라남도,강진군,10대,
F51,비기질성수면장애,2021년,전라남도,강진군,20대,6
F51,비기질성수면장애,2021년,전라남도,강진군,30대,13
F51,비기질성수면장애,2021년,전라남도,강진군,40대,31
F51,비기질성수면장애,2021년,전라남도,강진군,50대,60
F51,비기질성수면장애,2021년,전라남도,강진군,60대,88
F51,비기질성수면장애,2021년,전라남도,강진군,70대,88
F51,비기질성수면장애,2021년,전라남도,강진군,80대 이상,72
F51,비기질성수면장애,2021년,전라남도,해남군,10대,
F51,비기질성수면장애,2021년,전라남도,해남군,20대,15
F51,비기질성수면장애,2021년,전라남도,해남군,30대,16
F51,비기질성수면장애,2021년,전라남도,해남군,40대,39
F51,비기질성수면장애,2021년,전라남도,해남군,50대,78
F51,비기질성수면장애,2021년,전라남도,해남군,60대,113
F51,비기질성수면장애,2021년,전라남도,해남군,70대,111
F51,비기질성수면장애,2021년,전라남도,해남군,80대 이상,72
F51,비기질성수면장애,2021년,전라남도,영암군,10대,
F51,비기질성수면장애,2021년,전라남도,영암군,20대,21
F51,비기질성수면장애,2021년,전라남도,영암군,30대,25
F51,비기질성수면장애,2021년,전라남도,영암군,40대,33
F51,비기질성수면장애,2021년,전라남도,영암군,50대,60
F51,비기질성수면장애,2021년,전라남도,영암군,60대,75
F51,비기질성수면장애,2021년,전라남도,영암군,70대,68
F51,비기질성수면장애,2021년,전라남도,영암군,80대 이상,53
F51,비기질성수면장애,2021년,전라남도,무안군,10대 미만,
F51,비기질성수면장애,2021년,전라남도,무안군,10대,
F51,비기질성수면장애,2021년,전라남도,무안군,20대,36
F51,비기질성수면장애,2021년,전라남도,무안군,30대,42
F51,비기질성수면장애,2021년,전라남도,무안군,40대,69
F51,비기질성수면장애,2021년,전라남도,무안군,50대,114
F51,비기질성수면장애,2021년,전라남도,무안군,60대,132
F51,비기질성수면장애,2021년,전라남도,무안군,70대,137
F51,비기질성수면장애,2021년,전라남도,무안군,80대 이상,87
F51,비기질성수면장애,2021년,전라남도,함평군,20대,11
F51,비기질성수면장애,2021년,전라남도,함평군,30대,11
F51,비기질성수면장애,2021년,전라남도,함평군,40대,18
F51,비기질성수면장애,2021년,전라남도,함평군,50대,32
F51,비기질성수면장애,2021년,전라남도,함평군,60대,50
F51,비기질성수면장애,2021년,전라남도,함평군,70대,59
F51,비기질성수면장애,2021년,전라남도,함평군,80대 이상,36
F51,비기질성수면장애,2021년,전라남도,영광군,10대,
F51,비기질성수면장애,2021년,전라남도,영광군,20대,16
F51,비기질성수면장애,2021년,전라남도,영광군,30대,26
F51,비기질성수면장애,2021년,전라남도,영광군,40대,49
F51,비기질성수면장애,2021년,전라남도,영광군,50대,75
F51,비기질성수면장애,2021년,전라남도,영광군,60대,84
F51,비기질성수면장애,2021년,전라남도,영광군,70대,88
F51,비기질성수면장애,2021년,전라남도,영광군,80대 이상,47
F51,비기질성수면장애,2021년,전라남도,장성군,20대,11
F51,비기질성수면장애,2021년,전라남도,장성군,30대,16
F51,비기질성수면장애,2021년,전라남도,장성군,40대,14
F51,비기질성수면장애,2021년,전라남도,장성군,50대,40
F51,비기질성수면장애,2021년,전라남도,장성군,60대,54
F51,비기질성수면장애,2021년,전라남도,장성군,70대,57
F51,비기질성수면장애,2021년,전라남도,장성군,80대 이상,34
F51,비기질성수면장애,2021년,전라남도,완도군,10대,
F51,비기질성수면장애,2021년,전라남도,완도군,20대,11
F51,비기질성수면장애,2021년,전라남도,완도군,30대,17
F51,비기질성수면장애,2021년,전라남도,완도군,40대,37
F51,비기질성수면장애,2021년,전라남도,완도군,50대,64
F51,비기질성수면장애,2021년,전라남도,완도군,60대,67
F51,비기질성수면장애,2021년,전라남도,완도군,70대,93
F51,비기질성수면장애,2021년,전라남도,완도군,80대 이상,78
F51,비기질성수면장애,2021년,전라남도,진도군,20대,
F51,비기질성수면장애,2021년,전라남도,진도군,30대,16
F51,비기질성수면장애,2021년,전라남도,진도군,40대,17
F51,비기질성수면장애,2021년,전라남도,진도군,50대,26
F51,비기질성수면장애,2021년,전라남도,진도군,60대,47
F51,비기질성수면장애,2021년,전라남도,진도군,70대,66
F51,비기질성수면장애,2021년,전라남도,진도군,80대 이상,37
F51,비기질성수면장애,2021년,전라남도,신안군,20대,7
F51,비기질성수면장애,2021년,전라남도,신안군,30대,9
F51,비기질성수면장애,2021년,전라남도,신안군,40대,28
F51,비기질성수면장애,2021년,전라남도,신안군,50대,63
F51,비기질성수면장애,2021년,전라남도,신안군,60대,89
F51,비기질성수면장애,2021년,전라남도,신안군,70대,122
F51,비기질성수면장애,2021년,전라남도,신안군,80대 이상,90
F51,비기질성수면장애,2021년,경상북도,포항시 남구,10대 미만,
F51,비기질성수면장애,2021년,경상북도,포항시 남구,10대,14
F51,비기질성수면장애,2021년,경상북도,포항시 남구,20대,101
F51,비기질성수면장애,2021년,경상북도,포항시 남구,30대,173
F51,비기질성수면장애,2021년,경상북도,포항시 남구,40대,273
F51,비기질성수면장애,2021년,경상북도,포항시 남구,50대,339
F51,비기질성수면장애,2021년,경상북도,포항시 남구,60대,475
F51,비기질성수면장애,2021년,경상북도,포항시 남구,70대,390
F51,비기질성수면장애,2021년,경상북도,포항시 남구,80대 이상,140
F51,비기질성수면장애,2021년,경상북도,포항시 북구,10대 미만,
F51,비기질성수면장애,2021년,경상북도,포항시 북구,10대,8
F51,비기질성수면장애,2021년,경상북도,포항시 북구,20대,118
F51,비기질성수면장애,2021년,경상북도,포항시 북구,30대,185
F51,비기질성수면장애,2021년,경상북도,포항시 북구,40대,247
F51,비기질성수면장애,2021년,경상북도,포항시 북구,50대,412
F51,비기질성수면장애,2021년,경상북도,포항시 북구,60대,510
F51,비기질성수면장애,2021년,경상북도,포항시 북구,70대,399
F51,비기질성수면장애,2021년,경상북도,포항시 북구,80대 이상,239
F51,비기질성수면장애,2021년,경상북도,경주시,10대,8
F51,비기질성수면장애,2021년,경상북도,경주시,20대,103
F51,비기질성수면장애,2021년,경상북도,경주시,30대,144
F51,비기질성수면장애,2021년,경상북도,경주시,40대,197
F51,비기질성수면장애,2021년,경상북도,경주시,50대,296
F51,비기질성수면장애,2021년,경상북도,경주시,60대,441
F51,비기질성수면장애,2021년,경상북도,경주시,70대,328
F51,비기질성수면장애,2021년,경상북도,경주시,80대 이상,190
F51,비기질성수면장애,2021년,경상북도,김천시,10대 미만,
F51,비기질성수면장애,2021년,경상북도,김천시,10대,
F51,비기질성수면장애,2021년,경상북도,김천시,20대,32
F51,비기질성수면장애,2021년,경상북도,김천시,30대,62
F51,비기질성수면장애,2021년,경상북도,김천시,40대,100
F51,비기질성수면장애,2021년,경상북도,김천시,50대,159
F51,비기질성수면장애,2021년,경상북도,김천시,60대,262
F51,비기질성수면장애,2021년,경상북도,김천시,70대,166
F51,비기질성수면장애,2021년,경상북도,김천시,80대 이상,116
F51,비기질성수면장애,2021년,경상북도,안동시,10대,8
F51,비기질성수면장애,2021년,경상북도,안동시,20대,45
F51,비기질성수면장애,2021년,경상북도,안동시,30대,63
F51,비기질성수면장애,2021년,경상북도,안동시,40대,103
F51,비기질성수면장애,2021년,경상북도,안동시,50대,126
F51,비기질성수면장애,2021년,경상북도,안동시,60대,178
F51,비기질성수면장애,2021년,경상북도,안동시,70대,158
F51,비기질성수면장애,2021년,경상북도,안동시,80대 이상,86
F51,비기질성수면장애,2021년,경상북도,구미시,10대 미만,5
F51,비기질성수면장애,2021년,경상북도,구미시,10대,21
F51,비기질성수면장애,2021년,경상북도,구미시,20대,167
F51,비기질성수면장애,2021년,경상북도,구미시,30대,251
F51,비기질성수면장애,2021년,경상북도,구미시,40대,372
F51,비기질성수면장애,2021년,경상북도,구미시,50대,469
F51,비기질성수면장애,2021년,경상북도,구미시,60대,454
F51,비기질성수면장애,2021년,경상북도,구미시,70대,272
F51,비기질성수면장애,2021년,경상북도,구미시,80대 이상,156
F51,비기질성수면장애,2021년,경상북도,영주시,10대,
F51,비기질성수면장애,2021년,경상북도,영주시,20대,34
F51,비기질성수면장애,2021년,경상북도,영주시,30대,45
F51,비기질성수면장애,2021년,경상북도,영주시,40대,83
F51,비기질성수면장애,2021년,경상북도,영주시,50대,123
F51,비기질성수면장애,2021년,경상북도,영주시,60대,246
F51,비기질성수면장애,2021년,경상북도,영주시,70대,218
F51,비기질성수면장애,2021년,경상북도,영주시,80대 이상,141
F51,비기질성수면장애,2021년,경상북도,영천시,10대,
F51,비기질성수면장애,2021년,경상북도,영천시,20대,31
F51,비기질성수면장애,2021년,경상북도,영천시,30대,61
F51,비기질성수면장애,2021년,경상북도,영천시,40대,77
F51,비기질성수면장애,2021년,경상북도,영천시,50대,164
F51,비기질성수면장애,2021년,경상북도,영천시,60대,225
F51,비기질성수면장애,2021년,경상북도,영천시,70대,247
F51,비기질성수면장애,2021년,경상북도,영천시,80대 이상,160
F51,비기질성수면장애,2021년,경상북도,상주시,10대 미만,
F51,비기질성수면장애,2021년,경상북도,상주시,10대,5
F51,비기질성수면장애,2021년,경상북도,상주시,20대,12
F51,비기질성수면장애,2021년,경상북도,상주시,30대,33
F51,비기질성수면장애,2021년,경상북도,상주시,40대,53
F51,비기질성수면장애,2021년,경상북도,상주시,50대,66
F51,비기질성수면장애,2021년,경상북도,상주시,60대,92
F51,비기질성수면장애,2021년,경상북도,상주시,70대,75
F51,비기질성수면장애,2021년,경상북도,상주시,80대 이상,61
F51,비기질성수면장애,2021년,경상북도,문경시,10대,
F51,비기질성수면장애,2021년,경상북도,문경시,20대,25
F51,비기질성수면장애,2021년,경상북도,문경시,30대,21
F51,비기질성수면장애,2021년,경상북도,문경시,40대,29
F51,비기질성수면장애,2021년,경상북도,문경시,50대,51
F51,비기질성수면장애,2021년,경상북도,문경시,60대,63
F51,비기질성수면장애,2021년,경상북도,문경시,70대,64
F51,비기질성수면장애,2021년,경상북도,문경시,80대 이상,40
F51,비기질성수면장애,2021년,경상북도,경산시,10대 미만,
F51,비기질성수면장애,2021년,경상북도,경산시,10대,7
F51,비기질성수면장애,2021년,경상북도,경산시,20대,157
F51,비기질성수면장애,2021년,경상북도,경산시,30대,224
F51,비기질성수면장애,2021년,경상북도,경산시,40대,287
F51,비기질성수면장애,2021년,경상북도,경산시,50대,436
F51,비기질성수면장애,2021년,경상북도,경산시,60대,624
F51,비기질성수면장애,2021년,경상북도,경산시,70대,505
F51,비기질성수면장애,2021년,경상북도,경산시,80대 이상,273
F51,비기질성수면장애,2021년,경상북도,군위군,10대,
F51,비기질성수면장애,2021년,경상북도,군위군,20대,
F51,비기질성수면장애,2021년,경상북도,군위군,30대,7
F51,비기질성수면장애,2021년,경상북도,군위군,40대,11
F51,비기질성수면장애,2021년,경상북도,군위군,50대,27
F51,비기질성수면장애,2021년,경상북도,군위군,60대,56
F51,비기질성수면장애,2021년,경상북도,군위군,70대,56
F51,비기질성수면장애,2021년,경상북도,군위군,80대 이상,62
F51,비기질성수면장애,2021년,경상북도,의성군,20대,7
F51,비기질성수면장애,2021년,경상북도,의성군,30대,11
F51,비기질성수면장애,2021년,경상북도,의성군,40대,20
F51,비기질성수면장애,2021년,경상북도,의성군,50대,38
F51,비기질성수면장애,2021년,경상북도,의성군,60대,106
F51,비기질성수면장애,2021년,경상북도,의성군,70대,94
F51,비기질성수면장애,2021년,경상북도,의성군,80대 이상,97
F51,비기질성수면장애,2021년,경상북도,청송군,20대,
F51,비기질성수면장애,2021년,경상북도,청송군,30대,11
F51,비기질성수면장애,2021년,경상북도,청송군,40대,16
F51,비기질성수면장애,2021년,경상북도,청송군,50대,33
F51,비기질성수면장애,2021년,경상북도,청송군,60대,56
F51,비기질성수면장애,2021년,경상북도,청송군,70대,55
F51,비기질성수면장애,2021년,경상북도,청송군,80대 이상,34
F51,비기질성수면장애,2021년,경상북도,영양군,20대,
F51,비기질성수면장애,2021년,경상북도,영양군,30대,
F51,비기질성수면장애,2021년,경상북도,영양군,40대,6
F51,비기질성수면장애,2021년,경상북도,영양군,50대,17
F51,비기질성수면장애,2021년,경상북도,영양군,60대,24
F51,비기질성수면장애,2021년,경상북도,영양군,70대,21
F51,비기질성수면장애,2021년,경상북도,영양군,80대 이상,15
F51,비기질성수면장애,2021년,경상북도,영덕군,10대 미만,
F51,비기질성수면장애,2021년,경상북도,영덕군,10대,
F51,비기질성수면장애,2021년,경상북도,영덕군,20대,7
F51,비기질성수면장애,2021년,경상북도,영덕군,30대,17
F51,비기질성수면장애,2021년,경상북도,영덕군,40대,27
F51,비기질성수면장애,2021년,경상북도,영덕군,50대,50
F51,비기질성수면장애,2021년,경상북도,영덕군,60대,75
F51,비기질성수면장애,2021년,경상북도,영덕군,70대,56
F51,비기질성수면장애,2021년,경상북도,영덕군,80대 이상,46
F51,비기질성수면장애,2021년,경상북도,청도군,10대,
F51,비기질성수면장애,2021년,경상북도,청도군,20대,11
F51,비기질성수면장애,2021년,경상북도,청도군,30대,17
F51,비기질성수면장애,2021년,경상북도,청도군,40대,26
F51,비기질성수면장애,2021년,경상북도,청도군,50대,34
F51,비기질성수면장애,2021년,경상북도,청도군,60대,112
F51,비기질성수면장애,2021년,경상북도,청도군,70대,93
F51,비기질성수면장애,2021년,경상북도,청도군,80대 이상,62
F51,비기질성수면장애,2021년,경상북도,고령군,20대,5
F51,비기질성수면장애,2021년,경상북도,고령군,30대,15
F51,비기질성수면장애,2021년,경상북도,고령군,40대,23
F51,비기질성수면장애,2021년,경상북도,고령군,50대,48
F51,비기질성수면장애,2021년,경상북도,고령군,60대,103
F51,비기질성수면장애,2021년,경상북도,고령군,70대,65
F51,비기질성수면장애,2021년,경상북도,고령군,80대 이상,49
F51,비기질성수면장애,2021년,경상북도,성주군,10대,
F51,비기질성수면장애,2021년,경상북도,성주군,20대,16
F51,비기질성수면장애,2021년,경상북도,성주군,30대,24
F51,비기질성수면장애,2021년,경상북도,성주군,40대,27
F51,비기질성수면장애,2021년,경상북도,성주군,50대,57
F51,비기질성수면장애,2021년,경상북도,성주군,60대,82
F51,비기질성수면장애,2021년,경상북도,성주군,70대,60
F51,비기질성수면장애,2021년,경상북도,성주군,80대 이상,38
F51,비기질성수면장애,2021년,경상북도,칠곡군,10대 미만,
F51,비기질성수면장애,2021년,경상북도,칠곡군,10대,6
F51,비기질성수면장애,2021년,경상북도,칠곡군,20대,31
F51,비기질성수면장애,2021년,경상북도,칠곡군,30대,76
F51,비기질성수면장애,2021년,경상북도,칠곡군,40대,97
F51,비기질성수면장애,2021년,경상북도,칠곡군,50대,146
F51,비기질성수면장애,2021년,경상북도,칠곡군,60대,194
F51,비기질성수면장애,2021년,경상북도,칠곡군,70대,136
F51,비기질성수면장애,2021년,경상북도,칠곡군,80대 이상,122
F51,비기질성수면장애,2021년,경상북도,예천군,10대,
F51,비기질성수면장애,2021년,경상북도,예천군,20대,11
F51,비기질성수면장애,2021년,경상북도,예천군,30대,14
F51,비기질성수면장애,2021년,경상북도,예천군,40대,34
F51,비기질성수면장애,2021년,경상북도,예천군,50대,39
F51,비기질성수면장애,2021년,경상북도,예천군,60대,99
F51,비기질성수면장애,2021년,경상북도,예천군,70대,89
F51,비기질성수면장애,2021년,경상북도,예천군,80대 이상,78
F51,비기질성수면장애,2021년,경상북도,봉화군,20대,
F51,비기질성수면장애,2021년,경상북도,봉화군,30대,9
F51,비기질성수면장애,2021년,경상북도,봉화군,40대,17
F51,비기질성수면장애,2021년,경상북도,봉화군,50대,34
F51,비기질성수면장애,2021년,경상북도,봉화군,60대,69
F51,비기질성수면장애,2021년,경상북도,봉화군,70대,56
F51,비기질성수면장애,2021년,경상북도,봉화군,80대 이상,43
F51,비기질성수면장애,2021년,경상북도,울진군,10대,
F51,비기질성수면장애,2021년,경상북도,울진군,20대,18
F51,비기질성수면장애,2021년,경상북도,울진군,30대,41
F51,비기질성수면장애,2021년,경상북도,울진군,40대,60
F51,비기질성수면장애,2021년,경상북도,울진군,50대,107
F51,비기질성수면장애,2021년,경상북도,울진군,60대,105
F51,비기질성수면장애,2021년,경상북도,울진군,70대,100
F51,비기질성수면장애,2021년,경상북도,울진군,80대 이상,82
F51,비기질성수면장애,2021년,경상북도,울릉군,20대,
F51,비기질성수면장애,2021년,경상북도,울릉군,30대,6
F51,비기질성수면장애,2021년,경상북도,울릉군,40대,9
F51,비기질성수면장애,2021년,경상북도,울릉군,50대,10
F51,비기질성수면장애,2021년,경상북도,울릉군,60대,17
F51,비기질성수면장애,2021년,경상북도,울릉군,70대,14
F51,비기질성수면장애,2021년,경상북도,울릉군,80대 이상,
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,10대 미만,8
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,10대,27
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,20대,143
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,30대,184
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,40대,284
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,50대,496
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,60대,555
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,70대,340
F51,비기질성수면장애,2021년,경상남도,창원시 의창구,80대 이상,179
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,10대 미만,9
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,10대,18
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,20대,142
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,30대,178
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,40대,297
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,50대,501
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,60대,456
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,70대,192
F51,비기질성수면장애,2021년,경상남도,창원시 성산구,80대 이상,83
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,10대,9
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,20대,73
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,30대,117
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,40대,177
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,50대,231
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,60대,378
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,70대,255
F51,비기질성수면장애,2021년,경상남도,창원시 마산합포구,80대 이상,150
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,10대 미만,
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,10대,11
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,20대,93
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,30대,111
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,40대,173
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,50대,324
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,60대,509
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,70대,366
F51,비기질성수면장애,2021년,경상남도,창원시 마산회원구,80대 이상,135
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,10대 미만,6
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,10대,15
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,20대,63
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,30대,103
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,40대,157
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,50대,194
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,60대,174
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,70대,155
F51,비기질성수면장애,2021년,경상남도,창원시 진해구,80대 이상,68
F51,비기질성수면장애,2021년,경상남도,진주시,10대 미만,
F51,비기질성수면장애,2021년,경상남도,진주시,10대,23
F51,비기질성수면장애,2021년,경상남도,진주시,20대,167
F51,비기질성수면장애,2021년,경상남도,진주시,30대,206
F51,비기질성수면장애,2021년,경상남도,진주시,40대,379
F51,비기질성수면장애,2021년,경상남도,진주시,50대,494
F51,비기질성수면장애,2021년,경상남도,진주시,60대,585
F51,비기질성수면장애,2021년,경상남도,진주시,70대,477
F51,비기질성수면장애,2021년,경상남도,진주시,80대 이상,295
F51,비기질성수면장애,2021년,경상남도,통영시,10대 미만,
F51,비기질성수면장애,2021년,경상남도,통영시,10대,10
F51,비기질성수면장애,2021년,경상남도,통영시,20대,95
F51,비기질성수면장애,2021년,경상남도,통영시,30대,139
F51,비기질성수면장애,2021년,경상남도,통영시,40대,219
F51,비기질성수면장애,2021년,경상남도,통영시,50대,223
F51,비기질성수면장애,2021년,경상남도,통영시,60대,334
F51,비기질성수면장애,2021년,경상남도,통영시,70대,229
F51,비기질성수면장애,2021년,경상남도,통영시,80대 이상,86
F51,비기질성수면장애,2021년,경상남도,사천시,10대 미만,
F51,비기질성수면장애,2021년,경상남도,사천시,10대,7
F51,비기질성수면장애,2021년,경상남도,사천시,20대,36
F51,비기질성수면장애,2021년,경상남도,사천시,30대,60
F51,비기질성수면장애,2021년,경상남도,사천시,40대,79
F51,비기질성수면장애,2021년,경상남도,사천시,50대,116
F51,비기질성수면장애,2021년,경상남도,사천시,60대,157
F51,비기질성수면장애,2021년,경상남도,사천시,70대,152
F51,비기질성수면장애,2021년,경상남도,사천시,80대 이상,95
F51,비기질성수면장애,2021년,경상남도,김해시,10대 미만,7
F51,비기질성수면장애,2021년,경상남도,김해시,10대,31
F51,비기질성수면장애,2021년,경상남도,김해시,20대,209
F51,비기질성수면장애,2021년,경상남도,김해시,30대,324
F51,비기질성수면장애,2021년,경상남도,김해시,40대,628
F51,비기질성수면장애,2021년,경상남도,김해시,50대,"1,049"
F51,비기질성수면장애,2021년,경상남도,김해시,60대,"1,113"
F51,비기질성수면장애,2021년,경상남도,김해시,70대,862
F51,비기질성수면장애,2021년,경상남도,김해시,80대 이상,368
F51,비기질성수면장애,2021년,경상남도,밀양시,10대,6
F51,비기질성수면장애,2021년,경상남도,밀양시,20대,30
F51,비기질성수면장애,2021년,경상남도,밀양시,30대,48
F51,비기질성수면장애,2021년,경상남도,밀양시,40대,106
F51,비기질성수면장애,2021년,경상남도,밀양시,50대,176
F51,비기질성수면장애,2021년,경상남도,밀양시,60대,346
F51,비기질성수면장애,2021년,경상남도,밀양시,70대,353
F51,비기질성수면장애,2021년,경상남도,밀양시,80대 이상,235
F51,비기질성수면장애,2021년,경상남도,거제시,10대 미만,
F51,비기질성수면장애,2021년,경상남도,거제시,10대,14
F51,비기질성수면장애,2021년,경상남도,거제시,20대,115
F51,비기질성수면장애,2021년,경상남도,거제시,30대,214
F51,비기질성수면장애,2021년,경상남도,거제시,40대,440
F51,비기질성수면장애,2021년,경상남도,거제시,50대,465
F51,비기질성수면장애,2021년,경상남도,거제시,60대,550
F51,비기질성수면장애,2021년,경상남도,거제시,70대,302
F51,비기질성수면장애,2021년,경상남도,거제시,80대 이상,112
F51,비기질성수면장애,2021년,경상남도,양산시,10대 미만,6
F51,비기질성수면장애,2021년,경상남도,양산시,10대,19
F51,비기질성수면장애,2021년,경상남도,양산시,20대,158
F51,비기질성수면장애,2021년,경상남도,양산시,30대,276
F51,비기질성수면장애,2021년,경상남도,양산시,40대,442
F51,비기질성수면장애,2021년,경상남도,양산시,50대,609
F51,비기질성수면장애,2021년,경상남도,양산시,60대,784
F51,비기질성수면장애,2021년,경상남도,양산시,70대,531
F51,비기질성수면장애,2021년,경상남도,양산시,80대 이상,305
F51,비기질성수면장애,2021년,경상남도,의령군,10대,
F51,비기질성수면장애,2021년,경상남도,의령군,20대,
F51,비기질성수면장애,2021년,경상남도,의령군,30대,7
F51,비기질성수면장애,2021년,경상남도,의령군,40대,18
F51,비기질성수면장애,2021년,경상남도,의령군,50대,42
F51,비기질성수면장애,2021년,경상남도,의령군,60대,94
F51,비기질성수면장애,2021년,경상남도,의령군,70대,69
F51,비기질성수면장애,2021년,경상남도,의령군,80대 이상,41
F51,비기질성수면장애,2021년,경상남도,함안군,10대,10
F51,비기질성수면장애,2021년,경상남도,함안군,20대,27
F51,비기질성수면장애,2021년,경상남도,함안군,30대,40
F51,비기질성수면장애,2021년,경상남도,함안군,40대,56
F51,비기질성수면장애,2021년,경상남도,함안군,50대,113
F51,비기질성수면장애,2021년,경상남도,함안군,60대,167
F51,비기질성수면장애,2021년,경상남도,함안군,70대,149
F51,비기질성수면장애,2021년,경상남도,함안군,80대 이상,148
F51,비기질성수면장애,2021년,경상남도,창녕군,10대,5
F51,비기질성수면장애,2021년,경상남도,창녕군,20대,18
F51,비기질성수면장애,2021년,경상남도,창녕군,30대,30
F51,비기질성수면장애,2021년,경상남도,창녕군,40대,44
F51,비기질성수면장애,2021년,경상남도,창녕군,50대,80
F51,비기질성수면장애,2021년,경상남도,창녕군,60대,120
F51,비기질성수면장애,2021년,경상남도,창녕군,70대,123
F51,비기질성수면장애,2021년,경상남도,창녕군,80대 이상,81
F51,비기질성수면장애,2021년,경상남도,고성군,10대,
F51,비기질성수면장애,2021년,경상남도,고성군,20대,12
F51,비기질성수면장애,2021년,경상남도,고성군,30대,32
F51,비기질성수면장애,2021년,경상남도,고성군,40대,53
F51,비기질성수면장애,2021년,경상남도,고성군,50대,65
F51,비기질성수면장애,2021년,경상남도,고성군,60대,98
F51,비기질성수면장애,2021년,경상남도,고성군,70대,99
F51,비기질성수면장애,2021년,경상남도,고성군,80대 이상,56
F51,비기질성수면장애,2021년,경상남도,남해군,10대,
F51,비기질성수면장애,2021년,경상남도,남해군,20대,11
F51,비기질성수면장애,2021년,경상남도,남해군,30대,9
F51,비기질성수면장애,2021년,경상남도,남해군,40대,33
F51,비기질성수면장애,2021년,경상남도,남해군,50대,65
F51,비기질성수면장애,2021년,경상남도,남해군,60대,101
F51,비기질성수면장애,2021년,경상남도,남해군,70대,99
F51,비기질성수면장애,2021년,경상남도,남해군,80대 이상,72
F51,비기질성수면장애,2021년,경상남도,하동군,10대,
F51,비기질성수면장애,2021년,경상남도,하동군,20대,11
F51,비기질성수면장애,2021년,경상남도,하동군,30대,11
F51,비기질성수면장애,2021년,경상남도,하동군,40대,19
F51,비기질성수면장애,2021년,경상남도,하동군,50대,57
F51,비기질성수면장애,2021년,경상남도,하동군,60대,68
F51,비기질성수면장애,2021년,경상남도,하동군,70대,75
F51,비기질성수면장애,2021년,경상남도,하동군,80대 이상,43
F51,비기질성수면장애,2021년,경상남도,산청군,10대,
F51,비기질성수면장애,2021년,경상남도,산청군,20대,7
F51,비기질성수면장애,2021년,경상남도,산청군,30대,13
F51,비기질성수면장애,2021년,경상남도,산청군,40대,13
F51,비기질성수면장애,2021년,경상남도,산청군,50대,37
F51,비기질성수면장애,2021년,경상남도,산청군,60대,74
F51,비기질성수면장애,2021년,경상남도,산청군,70대,51
F51,비기질성수면장애,2021년,경상남도,산청군,80대 이상,52
F51,비기질성수면장애,2021년,경상남도,함양군,10대,
F51,비기질성수면장애,2021년,경상남도,함양군,20대,9
F51,비기질성수면장애,2021년,경상남도,함양군,30대,12
F51,비기질성수면장애,2021년,경상남도,함양군,40대,33
F51,비기질성수면장애,2021년,경상남도,함양군,50대,58
F51,비기질성수면장애,2021년,경상남도,함양군,60대,95
